variant,canonical
STEREOTACTIC WIRE LOCALIZATION WIDE EXCISION O FLEFT BREAST,STEREOTACTIC WIRE LOCALIZATION WIDE EXCISION O FLEFT BREAST
EXCISION LESION L2,EXCISION LESION L2
RIGHT MASTECOTMY WITH ALND,RT MASTECTOMY WITH ALND
RT MASTECTOMY WITH TRAM FLAP,RT MASTECTOMY WITH TRAM FLAP
ERCP WITH STENT SPHINCTEROTOMY,ERCP WITH STENT SPHINCTEROTOMY
LAP RHC C RFA HEMORRHOIDOPLASTY,LAP RHC C RFA HEMORRHOIDOPLASTY
LAPAROSCOPIC GASTROJETJUNOSTOMY,LAPAROSCOPIC GASTROJETJUNOSTOMY
AVBG RT THIGH,AVBG LT THIGH
LAMINECTOMY WITH PDS FIXATION L3 5 S1,L3 4 LAMINECTOMY WITH L3 S1 PDS FIXATION
RIGHT FRONTAL CRANIOTOMY WITH TUMOR REMOVAL,RT PTERIONAL CRANIOTOMY WITH TUMOR REMOVAL
LT VP SHUNT OFF EVD,LT VP SHUNT OFF EVD
RT VP SHUNT C TRACHEOSTOMY,VP SHUNT C TRACHEOSTOMY
TPS L2 4 WITH DECOMPRESSION,TPS L2 4 WITH DECOMPRESSION
REVISE VP SHUNT,REVISE RT VP SHUNT
VENTRICULOSTOMY,VENTRICULOSTOMY
DEBRIDEMENT I D BIOPSY,DEBRIDEMENT I D BIOPSY
ENDOSCOPIC TUMOR REMOVAL C COBATOR C BIOPSY,ENDOSCOPIC TUMOR REMOVAL C COBATOR C BIOPSY
TRACHEOSTOMY UNDER GA CASE PROLONG INTUBATION,TRACHEOSTOMY UNDER GA CASE PROLONG INTUBATION
RT LN BIOPSY,RT LN BIOPSY
OPEN BIOPSY OF LARYNX OR TRACHEA,OPEN BIOPSY OF LARYNX OR TRACHEA
RT TYMPANOMASTOIDECTOMY,LT TYMPANOMASTOIDECTOMY
TRACHEOSTOMY DL BIOPSY CYSTOSCOPY อ สุทธิรัตน์,TRACHEOSTOMY DL BIOPSY CYSTOSCOPY อ สุทธิรัตน์
FACIAL NERVE DECOMPRESSION,FACIAL NERVE DECOMPRESSION
VP SHUNT OFF EVD,RT VP SHUNT OFF EVD
ESS GA,ESS GA
TYMPANOMASTOIDECTOMY RT EAR,LT TYMPANOMASTOIDECTOMY
ORIF WITH PAS AT RT ZYGOMA,ORIF WITH PAS AT RT ZYGOMA
INTERMAXILLARY FIXATION IMF,INTERMAXILLARY FIXATION IMF
DRESSING WD DONOR SITE[RT LEG] AND CHANGE VAC DRESSING [LT LEG],DRESSING WD DONOR SITE[RT LEG] AND CHANGE VAC DRESSING [LT LEG]
LAP RT URETEROLITHOTOMY RT ADRENALECTOMY,LAP RT URETEROLITHOTOMY RT ADRENALECTOMY
MRI TRUS FUSION PROSTATE BIOPSY,MR FUSION PROSTATE BIOPSY
FLEXIBLE CYSTOSCOPE SURVEILLANCE,FLEXIBLE CYSTOSCOPY SURVEILLANCE
LAP PARTIAL NEPHRECTOMY LT,LAP PARTIAL NEPHRECTOMY
CHANG LT DJ STENT RT AP,CHANG LT DJ STENT RT AP
CYSTOLITHOTRIPSY,CYSTOLITROTRIPSY
COLONOSCOPY FOR TISSUE BIOPSY,COLONOSCOPY FOR TISSUE BIOPSY
COLONO WITH BX,COLONO WITH BX
REMOVE CHEMOPORT REMNANT CHEMOR PORT INSERTION,REMOVE CHEMOPORT REMNANT CHEMOR PORT INSERTION
EGD COLONOSCOPY OPTIME 30 MIN,EGD COLONOSCOPY OPTIME 30 MIN
MICRODOCHECTOMY RT BREAST,MICRODOCHECTOMY AT RT BREAST
LAP AR TAH WITH BSO,LAP AR TAH WITH BSO
EGD COLONOSCOPE EXCISIONAL RECTAL POLYP,EGD COLONOSCOPE EXCISIONAL RECTAL POLYP
ANEURYSMECTOMY WITH REPAIRED BRACHIAL ARTERY,ANEURYSMECTOMY REPAIRED BRACHIAL ARTERY
AVBG FOREARM,AVBG LT FOREARM
TCC AT LT FEMORAL,TCC AT LT FEMORAL
RT VATS MEDIASTINAL LN BIOPS,RT VATS MEDIASTINAL LN BIOPS
OPEN RT THORACOTOMY WITH WEDGE EXCISION OR INCISIONAL BIOPSY RLL,OPEN RT THORACOTOMY WITH WEDGE EXCISION OR INCISIONAL BIOPSY RLL
RT THORACOTOMY C RUL LOBECTOMY,RT THORACOTOMY C RUL LOBECTOMY
STERNAL DEBRIDEMENT WITH PECTORELIS MAJOR FLAP,STERNAL DEBRIDEMENT WITH PECTORELIS MAJOR FLAP
THORACOTOMY C RT LOWER LOBECTOMY,THORACOTOMY C RT LOWER LOBECTOMY
CHANGE VACUUM DRESSING RETENTION SUTURE,CHANGE VACUUM DRESSING RETENTION SUTURE
RE EXCISION OF LT BREAST,WIDE EXCISION OF LEFT BREAST
EXCISSIONAL DEBRIDEMENT,EXCISIONAL DEBRIDEMENT
EGD OPD CASE OPTIIME15MIN,EGD OPD CASE OPTIIME15MIN
EGD COLONOSCOPY OPTIME1 HR,EGD COLONOSCOPY OPTIME1 HR
LAPAROSCOPIC ENDOSCOPIC WEDGE GASTRECTOMY,LAPAROSCOPIC ENDOSCOPIC WEDGE GASTRECTOMY
EGD COLONOSCOPY OPTIME45MIN,EGD COLONOSCOPE OPTIME45MIN
EXCISION R1,EXCISION R1
LT MASTECTOMY ALND,LT MASTECTOMY ALND
LT BCT WITH SLNB,LEFT BCT WITH SLNB
LAPAROSCOPIC LYSIS ADHESION,LAPAROSCOPIC LYSIS ADHESION
EXCISON LT BREAST MASS,EXCISION LT BREAST MASS
LAPAROSCOPIC RIGHT ADRENALECTOMY OPEN,LAPAROSCOPIC RIGHT ADRENALECTOMY OPEN
WIDE EXCISION WITH SLNB,WIDE EXCISION WITH SLNB
OPEN RHC OC,OPEN RHC OC
LAPAROSCOPIC LIVER 2 3 SEGMENTECTOMY,LAPAROSCOPIC LIVER 2 3 SEGMENTECTOMY
TOETVA ISTHMECTOMY RT LOBECTOMY,TOETVA ISTHMECTOMY RT LOBECTOMY
RIGHT ALND,RIGHT ALND
BILATERAL MASTECTOMY WITH RIGHT SLNB,BILATERAL MASTECTOMY WITH SLNB
EXCISION RT BREAST MASS UNDER WIRE LOCALIZATION,EXCISION RT BREAST MASS UNDER WIRE LOCALIZATION
ERCP STENT,ERCP STENT
DEBRIDEMENT STSG AT RT FOOT,DEBRIDEMENT STSG AT RT FOOT
AMPUTATION RT 3RD FINGER,AMPUTATION RT 3RD FINGER
RT OPENED THYROIDECTOMY,OPEN RT THYROIDECTOMY
EL EN BLOC RESECTION,EN BLOC RESECTION
MICRODOCHECTOMYRT BREAST,MICRODOCHECTOMY AT RT BREAST
OPEN LEFT THYROIDECTOMY,OPEN LEFT THYROIDECTOMY
LAMINECTOMY L5 S1 DISECTOMY PDS,LAMINECTOMY L5 S1 DISECTOMY PDS
MIS L4 5 DISSECTOMY C PDS FIXATION,MIS L4 5 DISSECTOMY C PDS FIXATION
LAMINECTOMY C PDS L2345 ADJACENT,LAMINECTOMY C PDS L2345 ADJACENT
CRANIOTOMY RT C REMOVE BLOOD CLOTT,CRANIOTOMY RT C REMOVE BLOOD CLOTT
LAMINECTOMY WITH PDS L4 5 MIS,LAMINECTOMY WITH PDS L4 5
LAMINECTOMY C2 3 WITH PEDICLE SCREW C2 LATERAL MASS C3,LAMINECTOMY C2 3 WITH PEDICLE SCREW C2 LATERAL MASS C3
LT MEDIUM PRESSURE VP SHUNT,LT MEDIUM PRESSURE VP SHUNT
RT CRANIOTOMY WITH CLIPPING ANEURYSM,LT CRANIOTOMY WITH CLIPPING ANEURYSM
ENDOSCOPIC SURGERY WITH TUMOR REMOVAL,ENDOSCOPIC SURGERY WITH TUMOR REMOVAL
LT CRANIECTOMY DECOMPRESSIVE,LT CRANIECTOMY DECOMPRESSIVE
LAP LEFT TAPP,LAP LEFT TAPP
WIDE EXCISION FLAP,WIDE EXCISION FLAP
ORIF WITH K WIRE TENDON REPAIR LT INDEX FINGER,ORIF WITH K WIRE TENDON REPAIR LT INDEX FINGER
ORIF C PLATE SCREW ORBITAL FLOOR RECONSTRUCTION C MESH PLATE,ORIF C PLATE SCREW ORBITAL FLOOR RECONSTRUCTION C MESH PLATE
STSG AT SCALP DONER RT THIGH,STSG AT SCALP DONER RT THIGH
TRAM FLAP COVERAGE RT BREAST DEFECT,TRAM FLAP COVERAGE RT BREAST DEFECT
DEBRIDEMENT STSG RT LEG FOOT DONOR RT THIGH,DEBRIDEMENT STSG RT LEG FOOT DONOR RT THIGH
SCAR REVISION SKIN GRAFT K WIRE FIXATION,SCAR REVISION SKIN GRAFT K WIRE FIXATION
BILATERAL DJ STENT INSERTION,BILAT DJ STENT INSERTION
REPEAT TUR BT,REPEAT TUR BT
MRI FUSION PROSTATE BIOPSY,MR FUSION PROSTATE BIOPSY
CYSTOSCOPE TRUS BX,CYSTOSCOPE TRUS BX
LASER URETHRAL STONE,LASER URETHRAL STONE
RT URS,RT URSL
OPEN RIGHT NEPHRECTOMY,OPEN RIGHT NEPHRECTOMY
SURVILLANCE CYSTOSCOPE,SURVEILLANCE CYSTOSCOPY
EGD COLONOSCOPY OPTIME 45 MIN,EGD COLONOSCOPY OPTIME 30 MIN
EGD COLONSCOPE,EGD COLONOSCOPY
LIMIT AMPUTATION 3RD FINGER,AMPUTATION RT 3RD FINGER
DEBRIDEMENT AMPUTATION RT 2ND TOE,DEBRIDEMENT AMPUTATION RT 1ST TOE
MEDIASTERNOTOMY WITH INCISIONAL BIOPSY,MEDIASTERNOTOMY WITH INCISIONAL BIOPSY
MEDIAN STERNOTOMY C TUMOR REMOVAL,MEDIAN STERNOTOMY C TUMOR REMOVAL
EXCISSION MASS AT LT 4TH RIB,EXCISSION MASS AT LT 4TH RIB
FISTULOGRAM THROMBECTOMY,THROMBECTOMY FISTULOGRAM PTA
CYSTOSCOPE BLADDER IRRIGATION,CYSTOSCOPY IRRIGATE BLADDER
TCC RT IJV EJV VENOGRAM,TCC RT IJV EJV VENOGRAM FV
REVISED TCC RT FV,REVISE TCC AT RT FV
TB1 LT CUBITAL,TB1 LT CUBITAL
CHANGE PEG,CHANGE PEG
COLONOSCOPE C STENT,COLONOSCOPE C STENT
DOUBLE SET UP COLONOSCOPY WITH LAP SIGMOIDECTOMY,DOUBLE SET UP COLONOSCOPY WITH LAP SIGMOIDECTOMY
EXCISION RECTAL POLYP RECTAL EXAMINATION,EXCISION RECTAL POLYP RECTAL EXAMINATION
CYSTOLITHOLAPAXY LASER LITHOTRIPXY,CYSTOLITHOLAPAXY LASER LITHOTRIPXY
CHEVAR LT RENAL,CHEVAR LT RENAL
TCC AT IJV,TCC AT IJV
COMPLETION RT THYROIDECTOMY,COMPLETION RT THYROIDECTOMY
LAMINECTOMY C1 2 WITH TUMOR REMOVAL,LAMINECTOMY WITH TUMOR REMOVAL
ACDF C34 WITH CORPECTOMY C4,ACDF C34 WITH CORPECTOMY C4
LEFT FRONTAL VP SHUNT,RT FRONTAL VP SHUNT
DISECTOMY L5 S1,DISECTOMY L5 S1
LAMINECTOMY T12 L1 WITH TUMOR REMOVAL,LAMINECTOMY WITH TUMOR REMOVAL
MINICRANIOTOMY WITH REMOVE HEMATOMA,MINICRANIOTOMY WITH REMOVE HEMATOMA
L3 5 LAMINECTOMY WITH PDS FIXATION,LAMINECTOMY WITH PDS FIXATION L4 5
LAMINECTOMY WITH PDS FIXATION L4 5 S1,LAMINECTOMY WITH PDS FIXATION L4 5
BIFRONTAL RE CRANIOTOMY WITH TUMOR REMOVAL,BIFRONTAL CRANIOTOMY WITH TUMOR REMOVAL
LAMINECTOMY C DISCECTOMY AND PDS FIXATION L3 4 5,LAMINECTOMY C DISSECTOMY C PDS FIXATION L3 4 5
CRANIOPLASTY C SHUNT,CRANIOPLASTY C VP SHUNT
LEFT CRANIOTOMY WITH BRAIN ABSCESS EXCISION,LEFT CRANIOTOMY WITH BRAIN ABSCESS EXCISION
SAUCERIZATION,SAUCERIZATION
OTHER INCISION OF SKIN AND SUBCUTANEOUS TISSUE,OTHER INCISION OF SKIN AND SUBCUTANEOUS TISSUE
RIGHT SUBMANDIBULECTOMY,LT SUBMANDIBULECTOMY
OTHER SEPTOPLASTY,OTHER SEPTOPLASTY
FOL C OFF ET TUBE TRACHEOSTOMY,FOL OFF TUBE TRACHEOSTOMY
NASAL ENDOSCOPY DL BIOPSY RT TONSILLECTOMY,NASAL ENDOSCOPY DL BIOPSY RT TONSILLECTOMY
ENDOSCOPIC MEDIAL MAXILLECTOMY,ENDOSCOPIC MEDIAL MAXILLECTOMY
LT ENDOSCOPIC TYMPANOPLASTY TRAGAL PERICHONDRIUM,LT ENDOSCOPIC TYMPANOPLASTY TRAGAL PERICHONDRIUM
TONSILLECTOMY PALATAL SURGERY,TONSILLECTOMY PALATAL SURGERY
TONSILLECTMY GA,TONSILLECTMY GA
DISE BSP UVULECTOMY WITH RF NOSE,DISE BSP UVULECTOMY WITH RF NOSE
STOP BLEEDING,STOP BLEEDING
WIDE EXCISION WITH FLAP,WIDE EXCISION WITH LOCAL FLAP
CLOSED REDESION,CLOSED REDESION
OPEN GRAFT AND CHANGE VAC,OPEN GRAFT AND CHANGE VAC
BKA,BKA
ORIF C K WIRE FIXATION,ORIF C K WIRE FIXATION
TVC MASS > >> DL C BIOPSY,TVC MASS > >> DL C BIOPSY
OPEN BY PASS FROM FA TO P3,OPEN BY PASS FROM FA TO P3
PERM INSERTION,PERM INSERTION
PERM CATH INSERTION OPTIME 30 MIN,PERM CATH INSERTION OPTIME 30 MIN
RT THORACOTOMY WITH TUMOR RESECTION,RT THORACOTOMY WITH TUMOR RESECTION
VATS WITH BLEBECTOMY RT LUNG,VATS WITH LOBECTOMY RT LUNG
VATS WITH WEDGE RESECTION LUL CONVERT OPEN,VATS WITH WEDGE RESECTION LUL CONVERT OPEN
WEDGE RESECTION LUL,WEDGE RESECTION LUL
OPEN LT THORACOTOMY WITH PERICARDIAL WINDOW,OPEN LT THORACOTOMY WITH PERICARDIAL WINDOW
LT THORACOTOMY WITH PERICARDIAL WINDOW,OPEN LT THORACOTOMY WITH PERICARDIAL WINDOW
EXCISION AT RIGHT ARM OPTIME 1 5HR,EXCISION AT RIGHT ARM OPTIME 1 5HR
REVISE LT KNEE STUMP OP TIME 1 HR,REVISE LT KNEE STUMP OP TIME 1 HR
NEEDLE LOCALIZED EXCISION LT BREAST,NEEDLE LOCALIZED EXCISION RT BREAST
EXCISION BREAST MASS RT,EXCISION RT BREAST MASS
NEEDLE LOCALIZED EXCISION LT,NEEDLE LOCALIZE EXCISION LUOQ
NEEDLE LOCALIZED EXCISION LT BREAST OPTIME 2 HR,NEEDLE LOCALIZED EXCISION LT BREAST OPTIME 2 HR
LAP DISTAL GASTECTOMY,LAP DISTAL GASTECTOMY
OPEN HERNIA REPAIR RIGHT,OPEN HERNIA REPAIR RIGHT
LAP SPLEENECTOMY,LAP SPLEENECTOMY
OPEN TOTAL THYROIDECTOMY BILAT CND,OPEN TOTAL THYROIDECTOMY WITH BILATERAL CND
WIDE EXCISION SLNB,WIDE EXCISION SLNB
RIGHT NSM SLNB SUBPECTORAL IMPLANT WITH TITANIUM MESH,RIGHT NSM SLNB SUBPECTORAL IMPLANT WITH TITANIUM MESH
WIRE LOCALIZED EXCISION RT BREAST,WIRE LOCALIZED EXCISION RIGHT BREAST MASS
MICRODOCHECTOMY WITH WIDE EXCISION RT BREAST,MICRODOCHECTOMY WITH WIDE EXCISION RT BREAST
EXCISION LESION,EXCISION LESION L2
RT MICRODOCHECTOMY WITH EXCISION LESION,RT MICRODOCHECTOMY WITH EXCISION LESION
RIGHT MRM LEFT PROPHYLAXIS MASTECTOMY,RIGHT MRM LEFT PROPHYLAXIS MASTECTOMY
COMPLETION TRANSAXILLARY LT THYROIDECTOMY,COMPLETION TRANSAXILLARY LT THYROIDECTOMY
LAP VENTRAL RECTOPLEXY BLADDER SLING,LAP VENTRAL RECTOPLEXY BLADDER SLING
OPEN TOTAL PARATHYROIDECTOMY WITH AUTOTRANSPLANTATION TO RIGHT FOREARM MEDIAN STERNOTOMY,OPEN TOTAL PARATHYROIDECTOMY WITH AUTOTRANSPLANTATION TO RIGHT FOREARM
RT TOTEVA,RT TOETVA
RT BCT WITH SLND,RT BCT WITH SLND
LEFT MASTECTOMY WITH ALND,LEFT MASTECTOMY WITH ALND
LEFT CENTRAL QUANDRECTOMY WITH SLNB,LEFT CENTRAL QUANDRECTOMY WITH SLNB
STERNAL WIRE REMOVE WITH STERNUM DEBRIDEMENT,STERNAL WIRE REMOVE WITH STERNUM DEBRIDEMENT
RT THORACOTOMY C DECORTICATE LUNG,RT THORACOTOMY C DECORTICATE LUNG
THORACOTOMY WITH PERICARDIAL WINDOW,OPEN LT THORACOTOMY WITH PERICARDIAL WINDOW
RT THORACOTOMY C PERICARDIAL WINDOW,RT THORACOTOMY C PERICARDIAL WINDOW
EXPLORE LAP,EXPLORE LAP
EGD * SUSPECTED CA ESOPHAGUS,EGD * SUSPECTED CA ESOPHAGUS
REVISION OF IMPLANT OF RIGHT BREAST,REVISION OF IMPLANT OF RIGHT BREAST
EXCISION MASS AT RT SIDE OF BACK,EXCISION MASS AT RT SIDE OF BACK
OFF TANKOFF,OFF TANKOFF
OPEN HERNIOPLASTY RT SIDE,OPEN RT HERNIOPLASTY
TOTAL TOETVA WITH CND,TOTAL TOETVA WITH CND
OPEN TOTAL PARATHYROIDECTOMY WITH AUTOTRANSPLANT TO LT FOREARM,OPEN TOTAL PARATHYROIDECTOMY WITH AUTOTRANSPLANTATION TO RIGHT FOREARM
CHANGE VAC RT BKA,CHANGE VAC RT BKA
DEBRIDEMENT OF LT FOOT STUMP,DEBRIDEMENT OF LT FOOT STUMP
RT MASTECTOMY C AXILLARY LN BIOPSY L1 L12 EXCISION,RT MASTECTOMY C AXILLARY LN BIOPSY L1 L12 EXCISION
SUPINE LT PCNL RIRS,SUPINE PCNL RIRS
EGD WITH DILATION OF ESOPHAGUS,EGD WITH DILATION OF ESOPHAGUS
EXCISION OR DESTRUCTION OF BREAST TISSUE NOT OTHERWISE SPECIFIED,EXCISION OR DESTRUCTION OF BREAST TISSUE NOT OTHERWISE SPECIFIED
LEFT BREAST EXCISION,EXCISION LT BREAST
OPEN TOTAL THYROIDECTOMY WITH PROPHYLACTIC CND,OPEN TOTAL THYROIDECTOMY WITH PROPHYLACTIC CND
OPEN REPAIR HERNIA GYNE ทำ SO ต่อ SET เป็น CASE สุดท้าย,OPEN REPAIR HERNIA GYNE ทำ SO ต่อ SET เป็น CASE สุดท้าย
TRANSVAGINAL LAPAROSCOPIC CHOLECYSTECTOMY,TRANSVAGINAL LAPAROSCOPIC CHOLECYSTECTOMY
LAMINECTOMY L3 4 5 PDS FIXATION,LAMINECTOMY C PDS FIXATION L3 4 5 S1
ACDF C6 7 WITH ANTERIOR PLATE AND SCREW FIXATION,ACDF C56 WITH ANTERIOR PLATE AND SCREW FIXATION
REPAIR RT TEMPORAL MUSCLE,REPAIR RT TEMPORAL MUSCLE
LAMINECTOMY WITH PDS FIXATION L4 5 WIH DISCECTOMYL4 5,L4 5 LAMINECTOMY WITH DISCECTOMY PDS FIXATION TLIF
T11 VERTEBRECTOMY EXPANDABLE CAGE WITH T9 L1 PDS FIXATION,T11 VERTEBRECTOMY EXPANDABLE CAGE WITH T9 L1 PDS FIXATION
LAMINECTOMY WITH PDS SCREW L3 4 5,LAMINECTOMY WITH PDS SCREW L3 4 5
DISCECTOMY C LAMINECTOMY L2 3 4 5 PDS,DISCECTOMY C LAMINECTOMY L2 3 4 5 PDS
LAMINECTOMY WITH TUMOR REMOVAL T11 12,LAMINECTOMY WITH TUMOR REMOVAL
DRESSING WOUND DEBRIDEMENT,DRESSING WOUND AND DEBRIDEMENT
OPEN LEFT LYMPH NODE FROZEN SECTION COMPLETION THYROIDECTOMY AND LEFT MRND,OPEN LEFT LYMPH NODE FROZEN SECTION COMPLETION THYROIDECTOMY AND LEFT MRND
EXCISION AND RELEASE SCAR,EXCISION AND RELEASE SCAR
RADICAL ORCHIECTOMY RT,RT RADICAL ORCHIECTOMY
LEFT ORCHIECTOMY,LEFT ORCHIECTOMY
FIEXCIBLE CYSTOSCOPY,FLEXIBLE CYSTOSCOPY
BILATERAL FLEX URSL,BILATERAL FLEX URSL
SURVEILLANCE CYSTO OFF DJ STENT,SURVEILLANCE CYSTO OFF DJ STENT
CYSTOSCOPE WITH DILATE URETHRA,CYSTOSCOPE WITH DILATE URETHRA
MR FUSION PROSTATE BIOSY UNDER GA,MR FUSION PROSTATE BIOSY UNDER GA
RT PCNL WITH LT DJ STENT REMOVAL,RT PCNL WITH LT DJ STENT REMOVAL
EXCISION PENILE MASS,EXCISION PENILE MASS
URETEROLITHOTOMY RT,URETEROLITHOTOMY RT
RT RP DJ STENT,RT RP DJ STENT
BILAT ORCHIECTOMY LT RP DJ STENT,BILAT ORCHIECTOMY LT RP DJ STENT
CYSTOSCOPE TRUS BX TUR BT,CYSTOSCOPE TRUS BX TUR BT
SURVIELLANCE COLONOSCOPY,SURVEILLANCE COLONOSCOPY
DLC TO TCC LEFT IJV,DLC TO TCC RT IJV
ANEURYSMECTOMY WITH TCC LT IJV CENTROS,ANEURYSMECTOMY WITH TCC LT IJV CENTROS
REVISE TCC RT FV CENTROS 36 CM,REVISE TCC RT FV CENTROS 36 CM
LIGATE AVF PERM CATH,LIGATE AVF PERM CATH
EVAR HELIFIX,EVAR HELIFIX
PTA LEFT LEG,PTA LEFT LEG
AVF AT MID FOREARM ANEURYSMECTOMY,AVF AT MID FOREARM ANEURYSMECTOMY
SEGMENTAL GRAFT RESECTION,SEGMENTAL GRAFT RESECTION LT
SURVILLANCE EGD COLONOSCOPY,SURVIELLANCE EGD COLONOSCOPE
CAPD,CAPD
INTERSPHINCTERIC DRAINAGE,INTERSPHINCTERIC DRAINAGE
TUMOR RESECTION LAR,TUMOR RESECTION LAR
LIS EXCISION,EXCISION LIS
RT LOOP TRANSVERSE COLOSTOMY,RT LOOP TRANSVERSE COLOSTOMY
EGD C COLONOSCOPE,EGD C COLONOSCOPE
EGD COLONSOCOPY,EGD COLONOSCOPY
HEMORRHOIDECTOMY : ใช้ LIGASURE,LIGASURE HEMORRHOIDECTOMY
RT BELOW KNEE AMPUTATION OP TIME 1 1 5 HR,RT BELOW KNEE AMPUTATION OP TIME 1 1 5 HR
CHEM OPORT INSERTION,CHEMO PORT INSERTION
AMPUTATION 2ND 4TH TOE RT FOOT,AMPUTATION 2ND 4TH TOE RT FOOT
FEEDING GASTROSTOMY,FEEDING GASTROSTOMY
COMPLETION LT THYROIDECTOMY,COMPLETION RT THYROIDECTOMY
LEFT OPEN HERNIA REPAIR,LEFT OPEN HERNIA REPAIR
TRUS BIOPSY EGD COLONOSCOPY,TRUS BIOPSY EGD COLONOSCOPY
R4 R5 T SYMPATHECTOMY,R4 R5 SYMPATHECTOMY
OPEN REPAIR HERNIA,OPEN REPAIR HERNIA
RE SUTURE,RESUTURE
OPEN TOTAL PARATHYROIDECTOMY WITH AUTOTRANSPLANT,OPEN TOTAL PARATHYROIDECTOMY WITH AUTOTRANSPLANT
DIVERTING LOOP COLOSTOMY,DIVERTING LOOP COLOSTOMY
LT TEP,LT TEP
OPE LT THYROIDECTOMY,OPEN LEFT THYROIDECTOMY
RIGHT LAP TEP,RIGHT LAP TEP
REVISE GRAFT,REVISE AV GRAFT
RT URS FLEXIBLE,LT FLEXIBLE URSL
SUBOCCIPITAL CRANIECTOMY FOR RELEASE PRESSURE,SUBOCCIPITAL CRANIECTOMY FOR RELEASE PRESSURE
SUBOCCIPITAL CRANIECTOMY W TUMOR REMOVAL,SUBOCCIPITAL CRANIECTOMY C TUMOR REMOVAL
TRANSPHENOIDAL HYPHOPHYSECTOMY,TRANSPHENOIDAL HYPHOPHYSECTOMY
LAMINECTOMYWITH PDS FIXATION,LAMINECTOMYWITH PDS FIXATION
ACDF C456 WITH PEEK PLATE,ACDF C3456 WITH PEEK PLATE
LT CRANECTOMY WITH REMOVE CLOT WITH LT FRONTAL LOBECTOMY,LT CRANECTOMY WITH REMOVE CLOT WITH LT FRONTAL LOBECTOMY
TPS L4 5 WITH DECOMPRESSION,TPS L2 4 WITH DECOMPRESSION
LAMINECTOMY L4 S1 WITH PDS FIXATION,MIS L4 S1 LAMINECTOMY WITH PDS FIXATION
LAMINECTOMY WITH PDS FIXATION L4 5 TURKEY,LAMINECTOMY WITH PDS FIXATION TURKEY
REVISE PEDICULAR SCREWS,REVISE PEDICULAR SCREWS
CRANIOTOMY WITH IRRIGATION,CRANIOTOMY WITH IRRIGATION
PEDICULAR SCREWS FIXATION T 11 L3,PEDICULAR SCREWS FIXATION L2 5
LT CRANIOTOMY CTUMOR REMOVAL,LT CRANIOTOMY CTUMOR REMOVAL
DISSECTOMY L3 4 PDS L3 4 5,DISSECTOMY L3 4 PDS L3 4 5
ACDF C3 6 WITH PEEK PLATE SCREW,ACDF WITH PEEK AND PLATE SCREW C5 6 7
LT DECOMPRESSIVE CRANIECTOMY,LT CRANIECTOMY DECOMPRESSIVE
PTA LEFT ARM,PTA LT ARM
PTA RIGHT PERONEAL A,PTA RIGHT PERONEAL A
LIGATE AVBG WITH TCC RT IJV HEMOFLOW,LIGATE AVBG WITH TCC RT IJV HEMOFLOW
RT VATS WITH RUL WEDGE RESECTION,RT VATS WITH RUL WEDGE RESECTION
VATS RIGHT DECORTICATON,VATS DECORTICATE RIGHT LUNG
RT HERNIOTOMY,RT HERNIOTOMY
COLONOSCOPE LAP WITH WITHOUT COLONOPLASTY COLOECTOMY,COLONOSCOPE LAP WITH WITHOUT COLONOPLASTY COLOECTOMY
REVISE STUMP,REVISED STUMP
DEBRIDE RT GROIN,DEBRIDE RT GROIN
THORACOTOMY,THORACOTOMY
TK INSERTION UNDER LA,TK INSERTION UNDER LA
OPEN LAR DIVERTING LOOP COLOSTOMY,OPEN LAR DIVERTING LOOP COLOSTOMY
PERM CATH RTIJV,PERM CATH RTIJV
EXCISION MASS AT R12 L4 L9 R9,EXCISION MASS AT R12 L4 L9 R9
EXCISION BREAST MASS : R8 R9 L2 L3 L7 L8,EXCISION BREAST MASS : R8 R9 L2 L3 L7 L8
EXPLORE WOUND LEFT BK STUMP,EXPLORE WOUND LEFT BK STUMP
RT TOETVA คนไข้ OPEN THYROIDECTOMY ขอตัดสินใจอีกครั้งตอน ADMIT,RT TOETVA คนไข้ OPEN THYROIDECTOMY ขอตัดสินใจอีกครั้งตอน ADMIT
SINGLE PORT LAPAROSCOPIC APPENDECTOMY,SINGLE PORT LAPAROSCOPIC APPENDECTOMY
OPEN GASTROSTOMY INSERTION,OPEN GASTROSTOMY INSERTION
OPEN CHOLECYSTECTOYMY S2 WEDGE LIVER RESECTION,OPEN CHOLECYSTECTOYMY S2 WEDGE LIVER RESECTION
EGD SCOPE,EGD SCOPE
RIGHT OPEN HERNIA REPAIR,OPEN HERNIA REPAIR RIGHT
OPEN TOTAL THYROIDECTOMY WITH BILATERAL PROPHYLACTIC CND WITH RIGHT MRND WITH LEFT LN BIOPSY > FROZEN,OPEN TOTAL THYROIDECTOMY WITH BILATERAL PROPHYLACTIC CND WITH RIGHT MRND WITH LEFT LN BIOPSY > FROZEN
EGD C BIOPSY,EGD BIOPSY
OPEN RT LOWER PARATHYROIDECTOMY RT THYROIDECTOMY,OPEN RT LOWER PARATHYROIDECTOMY RT THYROIDECTOMY
RE EXPLORE WOUND DRAINAGE,RE EXPLORE WOUND DRAINAGE
EXCISION OF RIGHT BREAST MASS BILATERAL MAMMOREDUCTION,EXCISION OF RIGHT BREAST MASS BILATERAL MAMMOREDUCTION
